good_id,coicop_code,category_name,product_name,unit_size,price_usd,source_sheet,coicop_division,coicop_group,quantity,gdp_contribution,_clone_count
61,01.1.3.3,Fish preparations,Sardines in Oil,3.75 oz,2.46,Product Data,01,1.1,60459,148729.13999999998,0
62,01.1.3.4,Other seafood,Clams,1 lb,5.99,Product Data,01,1.1,40707,243834.93000000002,0
63,01.1.3.4,Other seafood,Frozen Squid Rings,1 lb,9.49,Product Data,01,1.1,46319,439567.31,0
64,01.1.3.4,Other seafood,Live Blue Mussels,2 lb,7.79,Product Data,01,1.1,16254,126651.89620273723,0
65,01.1.3.4,Other seafood,Raw Shrimp (Jumbo),1 lb,11.99,Product Data,01,1.1,34792,417156.08,0
66,01.1.3.4,Other seafood,Sea Scallops,1 lb,19.99,Product Data,01,1.1,12891,257691.08999999997,1
67,01.1.3.6,Seafood preparations,Breaded Butterfly Shrimp,10 oz,7.99,Product Data,01,1.1,47478,379349.22000000003,0
68,01.1.3.6,Seafood preparations,Imitation Crab Meat,8 oz,3.99,Product Data,01,1.1,28557,113942.43000000001,0
69,01.1.4.1,Whole milk,Pasteurized Whole Milk,1 Gallon,3.69,Product Data,01,1.1,67747,249986.43,0
70,01.1.4.2,Skimmed milk,Fat Free Skim Milk,1 Gallon,3.69,Product Data,01,1.1,53072,195835.68,1
71,01.1.4.3,Other milk/cream,Evaporated Milk,12 oz,1.79,Product Data,01,1.1,52331,93672.49,0
72,01.1.4.3,Other milk/cream,Heavy Whipping Cream,16 oz,4.99,Product Data,01,1.1,70111,349853.89,0
73,01.1.4.4,Non-animal milk,Coconut Milk (Canned),13.5 oz,2.49,Product Data,01,1.1,33561,83566.89000000001,0
74,01.1.4.4,Non-animal milk,Oat Milk (Full Fat),64 oz,5.29,Product Data,01,1.1,49325,260929.25,1
75,01.1.4.4,Non-animal milk,Soy Milk,64 oz,4.49,Product Data,01,1.1,21188,95134.12000000001,1
76,01.1.4.4,Non-animal milk,Unsweetened Almond Milk,64 oz,3.99,Product Data,01,1.1,58621,233897.79,0
77,01.1.4.5,Cheese,Brie Wheel,8 oz,6.99,Product Data,01,1.1,12213,85368.87,0
78,01.1.4.5,Cheese,Cottage Cheese,16 oz,3.49,Product Data,01,1.1,10482,36582.18,0
79,01.1.4.5,Cheese,Fresh Goat Cheese,4 oz,4.99,Product Data,01,1.1,55463,276760.37,0
80,01.1.4.5,Cheese,Parmesan Wedge,5 oz,5.8,Product Data,01,1.1,23784,137869.24278359523,0
81,01.1.4.5,Cheese,Sharp Cheddar Block,8 oz,4.04,Product Data,01,1.1,63626,257049.04,0
82,01.1.4.5,Cheese,Shredded Mozzarella,8 oz,3.99,Product Data,01,1.1,28280,112837.20000000001,0
83,01.1.4.6,Yoghurt,Greek Yoghurt (Plain),32 oz,5.49,Product Data,01,1.1,12962,71161.38,0
84,01.1.4.6,Yoghurt,Kefir Drink,32 oz,4.29,Product Data,01,1.1,69638,298747.02,1
85,01.1.4.6,Yoghurt,Strawberry Yoghurt Cups,6 oz,0.99,Product Data,01,1.1,24150,23908.5,0
86,01.1.4.8,Eggs,Large White Eggs,1 Dozen,2.99,Product Data,01,1.1,70459,210672.41,0
87,01.1.4.8,Eggs,Liquid Egg Whites,16 oz,4.1,Product Data,01,1.1,14515,59511.49999999999,0
88,01.1.4.8,Eggs,Organic Brown Eggs,1 Dozen,5.49,Product Data,01,1.1,34908,191644.92,0
89,01.1.5.1,Vegetable oils,Avocado Oil,16.9 oz,12.48,Product Data,01,1.1,27450,342576.0,0
90,01.1.5.1,Vegetable oils,Canola Oil,48 oz,5.4,Product Data,01,1.1,40270,217486.6797699589,0
91,01.1.5.1,Vegetable oils,Extra Virgin Olive Oil,16.9 oz,10.86,Product Data,01,1.1,53589,581991.727148765,0
92,01.1.5.1,Vegetable oils,Refined Coconut Oil,14 oz,6.99,Product Data,01,1.1,68095,475984.05,0
93,01.1.5.1,Vegetable oils,Sesame Oil,5 oz,4.29,Product Data,01,1.1,33793,144971.97,0
94,01.1.5.2,Butter,Organic Ghee,12 oz,12.99,Product Data,01,1.1,19020,247069.80000000002,0
95,01.1.5.2,Butter,Salted Butter Sticks,16 oz,5.99,Product Data,01,1.1,34186,204774.14,0
96,01.1.5.3,Margarine,Margarine Tub,15 oz,2.99,Product Data,01,1.1,33097,98960.03000000001,0
97,01.1.6.1,Tropical fruits,Avocado (Hass),Each,1.47,Product Data,01,1.1,22446,32995.62,0
98,01.1.6.1,Tropical fruits,Bananas,1 lb,0.59,Product Data,01,1.1,56114,33107.259999999995,0
99,01.1.6.1,Tropical fruits,Fresh Pineapple,Each,3.99,Product Data,01,1.1,26647,106321.53,0
100,01.1.6.1,Tropical fruits,Mango,Each,1.1,Product Data,01,1.1,58425,64267.50000000001,0
101,01.1.6.2,Citrus fruits,Grapefruit,Each,1.99,Product Data,01,1.1,57086,113601.14,0
102,01.1.6.2,Citrus fruits,Lemons,Each,0.79,Product Data,01,1.1,54490,43047.1,0
103,01.1.6.2,Citrus fruits,Navel Oranges,1 lb,1.42,Product Data,01,1.1,12347,17532.739999999998,0
104,01.1.6.3,Stone/Pome fruits,Bosc Pears,1 lb,2.29,Product Data,01,1.1,51653,118285.37,0
105,01.1.6.3,Stone/Pome fruits,Gala Apples,1 lb,1.89,Product Data,01,1.1,53536,101183.04,0
106,01.1.6.3,Stone/Pome fruits,Peaches,1 lb,2.27,Product Data,01,1.1,19635,44571.45,0
107,01.1.6.4,Berries,Blueberries,6 oz,2.7,Product Data,01,1.1,46167,124755.13526603907,0
108,01.1.6.4,Berries,Raspberries,6 oz,4.86,Product Data,01,1.1,60423,293530.7731565422,0
109,01.1.6.4,Berries,Strawberries,1 lb,3.99,Product Data,01,1.1,25024,99845.76000000001,0
110,01.1.6.5,Other fruits,Red Seedless Grapes,1 lb,2.49,Product Data,01,1.1,19073,47491.770000000004,0
111,01.1.6.5,Other fruits,Watermelon,Each,5.99,Product Data,01,1.1,40912,245062.88,0
112,01.1.6.7,Dried fruits,Dried Apricots,6 oz,4.99,Product Data,01,1.1,34864,173971.36000000002,0
113,01.1.6.7,Dried fruits,Raisins,12 oz,3.99,Product Data,01,1.1,26862,107179.38,0
114,01.1.6.8,Nuts,Pistachios (Shelled),6 oz,5.6,Product Data,01,1.1,53902,301669.8868661963,0
115,01.1.6.8,Nuts,Raw Walnuts,8 oz,5.49,Product Data,01,1.1,57425,315263.25,0
116,01.1.6.8,Nuts,Roasted Almonds,10 oz,6.99,Product Data,01,1.1,47835,334366.65,0
117,01.1.7.1,Leafy/stem vegetables,Baby Spinach,5 oz,3.72,Product Data,01,1.1,23186,86251.92,0
118,01.1.7.1,Leafy/stem vegetables,Celery Stalks,Bunch,1.79,Product Data,01,1.1,57167,102328.93000000001,0
119,01.1.7.1,Leafy/stem vegetables,Fresh Broccoli Crowns,1 lb,2.02,Product Data,01,1.1,30831,62278.62,0
120,01.1.7.1,Leafy/stem vegetables,Iceberg Lettuce,Head,2.29,Product Data,01,1.1,68728,157387.12,1
121,01.1.7.2,Fruit-bearing veg,Bell Peppers (Assorted),3 ct,4.93,Product Data,01,1.1,63287,312004.91,1
122,01.1.7.2,Fruit-bearing veg,English Cucumber,Each,1.99,Product Data,01,1.1,63840,127041.6,0
123,01.1.7.2,Fruit-bearing veg,Roma Tomatoes,1 lb,1.55,Product Data,01,1.1,11223,17349.363315186973,0
124,01.1.7.3,Green legumes,Green Beans,1 lb,2.29,Product Data,01,1.1,23873,54669.17,0
125,01.1.7.3,Green legumes,Sweet Peas (Frozen),12 oz,1.38,Product Data,01,1.1,67194,92727.71999999999,0
126,01.1.7.4,Other root/bulb,Carrots,2 lb,1.99,Product Data,01,1.1,9474,18853.26,0
127,01.1.7.4,Other root/bulb,Fresh Garlic,Each,0.69,Product Data,01,1.1,65963,45514.469999999994,0
128,01.1.7.4,Other root/bulb,White Mushrooms,8 oz,2.49,Product Data,01,1.1,30189,75170.61,0
129,01.1.7.4,Other root/bulb,Yellow Onions,3 lb,2.99,Product Data,01,1.1,36452,108991.48000000001,0
130,01.1.7.5,Tubers,Russet Potatoes,5 lb,4.99,Product Data,01,1.1,26701,133237.99000000002,0
131,01.1.7.5,Tubers,Sweet Potatoes,1 lb,1.29,Product Data,01,1.1,11972,15443.880000000001,0
132,01.1.7.6,Pulses,Black Beans (Dry),16 oz,1.49,Product Data,01,1.1,22553,33603.97,0
133,01.1.7.6,Pulses,Dried Chickpeas,16 oz,1.69,Product Data,01,1.1,48585,82108.65,0
134,01.1.7.6,Pulses,Red Lentils,16 oz,2.29,Product Data,01,1.1,71182,163006.78,0
135,01.1.8.1,Cane/Beet sugar,Brown Sugar,2 lb,2.78,Product Data,01,1.1,59602,165504.42305564368,0
136,01.1.8.1,Cane/Beet sugar,Granulated White Sugar,4 lb,3.46,Product Data,01,1.1,30127,104389.0797090111,0
137,01.1.8.2,Other sugars,Pure Maple Syrup,12 oz,8.99,Product Data,01,1.1,22669,203794.31,0
138,01.1.8.2,Other sugars,Stevia Sweetener Packets,40 ct,4.99,Product Data,01,1.1,55034,274619.66000000003,0
139,01.1.8.3,Jams/Honey,Raw Honey,12 oz,6.49,Product Data,01,1.1,43615,283061.35000000003,0
140,01.1.8.3,Jams/Honey,Strawberry Jam,18 oz,4.12,Product Data,01,1.1,36050,148677.9090889262,0
141,01.1.8.4,Nut butters,Almond Butter,12 oz,8.71,Product Data,01,1.1,54116,471459.6993724823,0
142,01.1.8.4,Nut butters,Creamy Peanut Butter,16 oz,2.99,Product Data,01,1.1,40663,121582.37000000001,0
143,01.1.8.5,Chocolate/Cocoa,Dark Chocolate (70%),3.5 oz,3.99,Product Data,01,1.1,17575,70124.25,0
144,01.1.8.5,Chocolate/Cocoa,Milk Chocolate Bar,1.5 oz,1.44,Product Data,01,1.1,26487,38141.28,0
145,01.1.8.5,Chocolate/Cocoa,Unsweetened Cocoa Powder,8 oz,4.49,Product Data,01,1.1,17334,77829.66,0
146,01.1.8.6,Ice cream,Fruit Sorbet,16 oz,4.49,Product Data,01,1.1,25158,112959.42,0
147,01.1.8.6,Ice cream,Vanilla Bean Ice Cream,48 oz,5.83,Product Data,01,1.1,61574,358919.30317818135,0
148,01.1.8.9,Confectionery,Gummy Bears,5 oz,1.99,Product Data,01,1.1,48156,95830.44,0
149,01.1.9.1,Ready-made food,Canned Vegetable Soup,18 oz,2.49,Product Data,01,1.1,46524,115844.76000000001,0
150,01.1.9.1,Ready-made food,Chicken Salad (Prepared),1 lb,8.99,Product Data,01,1.1,26335,236751.65,0
151,01.1.9.1,Ready-made food,Frozen Cheese Pizza,20 oz,6.53,Product Data,01,1.1,61725,403064.25,0
152,01.1.9.1,Ready-made food,Frozen Chicken Pot Pie,12 oz,3.23,Product Data,01,1.1,49851,161018.73,0
153,01.1.9.1,Ready-made food,Ready-to-eat Lasagna,38 oz,12.65,Product Data,01,1.1,38441,486192.5457689351,0
154,01.1.9.2,Baby food,Infant Formula Powder,20 oz,32.99,Product Data,01,1.1,49780,1642242.2000000002,0
155,01.1.9.2,Baby food,Organic Baby Food Pouch,4 oz,1.79,Product Data,01,1.1,36318,65009.22,0
156,01.1.9.3,Condiments/Sauces,Mayonnaise,30 oz,5.49,Product Data,01,1.1,33588,184398.12,0
157,01.1.9.3,Condiments/Sauces,Soy Sauce,15 oz,3.99,Product Data,01,1.1,23159,92404.41,0
158,01.1.9.3,Condiments/Sauces,Table Salt,26 oz,0.99,Product Data,01,1.1,17245,17072.55,0
159,01.1.9.3,Condiments/Sauces,Tomato Ketchup,20 oz,3.29,Product Data,01,1.1,44374,145990.46,0
160,01.1.9.4,Spices,Black Pepper (Ground),4 oz,4.57,Product Data,01,1.1,43196,197405.72,0
161,01.1.9.4,Spices,Dried Oregano,0.75 oz,2.8,Product Data,01,1.1,13774,38567.2,0
162,01.1.9.4,Spices,Ground Cinnamon,2 oz,3.49,Product Data,01,1.1,62368,217664.32,0
163,01.2.1,Juices,Apple Juice,64 oz,3.29,Product Data,01,1.2,10572,34781.88,0
164,01.2.1,Juices,Orange Juice (Not from Concentrate),52 oz,4.25,Product Data,01,1.2,70067,298107.20298842376,0
165,01.2.1,Juices,Tomato Juice,46 oz,2.99,Product Data,01,1.2,15148,45292.520000000004,0
166,01.2.2,Coffee,Coffee Pods,12 ct,10.49,Product Data,01,1.2,18306,192029.94,0
167,01.2.2,Coffee,Ground Arabica Coffee,12 oz,9.49,Product Data,01,1.2,52992,502894.08,0
168,01.2.2,Coffee,Instant Coffee,7 oz,6.99,Product Data,01,1.2,18824,131579.76,0
169,01.2.3,Tea,Black Tea Bags,100 ct,4.99,Product Data,01,1.2,65017,324434.83,0
170,01.2.3,Tea,Green Tea Loose Leaf,4 oz,7.99,Product Data,01,1.2,56863,454335.37,0
171,01.2.3,Tea,Iced Tea Mix,18 qt,5.49,Product Data,01,1.2,37986,208543.14,1
172,01.2.5,Water,Distilled Water,1 Gallon,1.29,Product Data,01,1.2,50717,65424.93,0
173,01.2.5,Water,Sparkling Mineral Water,1 Liter,1.89,Product Data,01,1.2,11776,22256.64,0
174,01.2.5,Water,Spring Water (Bottled),24 pack,5.99,Product Data,01,1.2,35256,211183.44,0
175,01.2.6,Soft drinks,Cola Soda,12 pack,7.99,Product Data,01,1.2,35024,279841.76,0
176,01.2.6,Soft drinks,Ginger Ale,2 Liter,2.49,Product Data,01,1.2,50681,126195.69000000002,0
177,01.2.6,Soft drinks,Lemonade (Prepared),52 oz,2.99,Product Data,01,1.2,41341,123609.59000000001,0
178,01.2.9,Other beverages,Energy Drink,16 oz,2.5,Product Data,01,1.2,45801,114502.5,0
179,01.2.9,Other beverages,Protein Shake Drink,11 oz,3.37,Product Data,01,1.2,25506,85840.50429528338,0
180,01.3.0,Processing Services,Cereal Grinding Fee,per 10 kg,12.0,Product Data,01,1.3,47567,570804.0,1
181,01.3.0,Processing Services,Custom Animal Slaughtering,per head (small),50.0,Product Data,01,1.3,70040,3502000.0,1
182,01.3.0,Processing Services,Fruit Crushing/Juicing Service,per bushel,14.48,Product Data,01,1.3,7975,115478.0,0
183,01.3.0,Processing Services,Oil Pressing Service,per liter,4.01,Product Data,01,1.3,56845,227948.44999999998,0
184,02.1.1.0,Spirits,Aperol Aperitivo,750ml,30.63,Div 02 Alcohol & Tobacco,02,2.1,2158,66099.54,0
185,02.1.1.0,Spirits,Bacardi Superior White Rum,750ml,14.99,Div 02 Alcohol & Tobacco,02,2.1,7013,105124.87,0
186,02.1.1.0,Spirits,Grey Goose Vodka,750ml,32.99,Div 02 Alcohol & Tobacco,02,2.1,3907,128891.93000000001,0
187,02.1.1.0,Spirits,Hennessy V.S Cognac,750ml,44.99,Div 02 Alcohol & Tobacco,02,2.1,8209,369322.91000000003,0
188,02.1.1.0,Spirits,Jack Daniel's Old No. 7,750ml,26.99,Div 02 Alcohol & Tobacco,02,2.1,4751,128229.48999999999,0
189,02.1.1.0,Spirits,Jameson Irish Whiskey,750ml,31.99,Div 02 Alcohol & Tobacco,02,2.1,2122,67882.78,0
190,02.1.1.0,Spirits,Johnnie Walker Black Label,750ml,42.27,Div 02 Alcohol & Tobacco,02,2.1,4215,178168.05000000002,0
191,02.1.1.0,Spirits,Patrón Silver Tequila,750ml,52.99,Div 02 Alcohol & Tobacco,02,2.1,5837,309302.63,0
192,02.1.1.0,Spirits,Tanqueray London Dry Gin,750ml,23.2,Div 02 Alcohol & Tobacco,02,2.1,2658,61665.6,0
193,02.1.1.0,Spirits,Tito's Handmade Vodka,1.75L,34.99,Div 02 Alcohol & Tobacco,02,2.1,6056,211899.44,0
194,02.1.2.1,Wine from Grapes,Apothic Red Blend,750ml,8.88,Div 02 Alcohol & Tobacco,02,2.1,878,7800.514031841286,0
195,02.1.2.1,Wine from Grapes,Barefoot Cabernet Sauvignon,750ml,8.76,Div 02 Alcohol & Tobacco,02,2.1,3867,33874.92,0
196,02.1.2.1,Wine from Grapes,Josh Cellars Cabernet,750ml,14.99,Div 02 Alcohol & Tobacco,02,2.1,6595,98859.05,1
197,02.1.2.1,Wine from Grapes,Kendall-Jackson Chardonnay,750ml,14.49,Div 02 Alcohol & Tobacco,02,2.1,2893,41919.57,0
198,02.1.2.1,Wine from Grapes,Kim Crawford Sauvignon Blanc,750ml,16.99,Div 02 Alcohol & Tobacco,02,2.1,6677,113442.23,0
199,02.1.2.1,Wine from Grapes,La Marca Prosecco,750ml,15.99,Div 02 Alcohol & Tobacco,02,2.1,2063,32987.37,0
200,02.1.2.1,Wine from Grapes,Meiomi Pinot Noir,750ml,21.99,Div 02 Alcohol & Tobacco,02,2.1,8029,176557.71,0
201,02.1.2.1,Wine from Grapes,Veuve Clicquot Brut Champagne,750ml,64.99,Div 02 Alcohol & Tobacco,02,2.1,4271,277572.29,0
202,02.1.2.2,Wine other,Angry Orchard Hard Cider,6pk Bottles,11.49,Div 02 Alcohol & Tobacco,02,2.1,8186,94077.03680912883,0
203,02.1.2.2,Wine other,Sake (Junmai),720ml,18.99,Div 02 Alcohol & Tobacco,02,2.1,6677,126796.23,0
204,02.1.3.0,Beer,Blue Moon Belgian White,12pk Bottles,16.99,Div 02 Alcohol & Tobacco,02,2.1,7841,133218.59,1
205,02.1.3.0,Beer,Bud Light Lager,24pk Cans,23.86,Div 02 Alcohol & Tobacco,02,2.1,3126,74592.74081195798,0
206,02.1.3.0,Beer,Corona Extra,12pk Bottles,21.26,Div 02 Alcohol & Tobacco,02,2.1,2599,55254.740000000005,0
207,02.1.3.0,Beer,Guinness Draught Stout,4pk Cans,8.5,Div 02 Alcohol & Tobacco,02,2.1,5139,43681.5,0
208,02.1.3.0,Beer,Heineken Lager,12pk Bottles,17.49,Div 02 Alcohol & Tobacco,02,2.1,2697,47170.53,0
209,02.1.3.0,Beer,Lagunitas IPA,6pk Bottles,11.49,Div 02 Alcohol & Tobacco,02,2.1,7041,80901.09,0
210,02.1.3.0,Beer,Michelob Ultra,18pk Cans,19.99,Div 02 Alcohol & Tobacco,02,2.1,6938,138690.62,0
211,02.1.3.0,Beer,Miller Lite,12pk Cans,12.99,Div 02 Alcohol & Tobacco,02,2.1,848,11015.52,0
212,02.1.3.0,Beer,Samuel Adams Boston Lager,6pk Bottles,11.31,Div 02 Alcohol & Tobacco,02,2.1,7726,87381.06,0
213,02.1.3.0,Beer,Stella Artois,12pk Bottles,17.99,Div 02 Alcohol & Tobacco,02,2.1,4566,82142.34,0
214,02.3.0.1,Cigarettes,American Spirit Natural,Pack,13.5,Div 02 Alcohol & Tobacco,02,2.3,6458,87183.0,1
215,02.3.0.1,Cigarettes,Camel Blue,Pack,10.75,Div 02 Alcohol & Tobacco,02,2.3,1064,11438.0,0
216,02.3.0.1,Cigarettes,Marlboro Gold (Lights),Pack,11.5,Div 02 Alcohol & Tobacco,02,2.3,2127,24460.5,0
217,02.3.0.1,Cigarettes,Newport Menthol,Pack,12.25,Div 02 Alcohol & Tobacco,02,2.3,5012,61397.0,0
218,02.3.0.1,Cigarettes,Pall Mall Blue,Pack,9.5,Div 02 Alcohol & Tobacco,02,2.3,4375,41562.5,0
219,02.3.0.2,Cigars,Arturo Fuente Hemingway,Each,12.5,Div 02 Alcohol & Tobacco,02,2.3,3592,44900.0,0
220,02.3.0.2,Cigars,Cohiba Siglo II,Each,40.58,Div 02 Alcohol & Tobacco,02,2.3,1507,61157.909727266626,1
221,02.3.0.2,Cigars,Macanudo Café Hyde Park,Each,9.99,Div 02 Alcohol & Tobacco,02,2.3,3609,36053.91,0
222,02.3.0.2,Cigars,Romeo y Julieta Reserva Real,Each,11.03,Div 02 Alcohol & Tobacco,02,2.3,7361,81191.83,0
223,02.3.0.9,Other Tobacco,Captain Black Pipe Tobacco,1.5 oz,8.8,Div 02 Alcohol & Tobacco,02,2.3,1746,15364.800000000001,0
224,02.3.0.9,Other Tobacco,Copenhagen Snuff,Can,7.41,Div 02 Alcohol & Tobacco,02,2.3,1824,13515.84,0
225,02.3.0.9,Other Tobacco,Juul Pods (4-pack),Pack,19.07,Div 02 Alcohol & Tobacco,02,2.3,6427,122585.60846443934,0
226,02.3.0.9,Other Tobacco,Vuse Solo Power Unit,Each,16.56,Div 02 Alcohol & Tobacco,02,2.3,1636,27092.159999999996,0
227,03.1.1.0,Materials,Cotton Fabric (Print),per Yard,8.99,Div 03 Clothing & Footwear,03,3.1,4219,37928.81,0
228,03.1.1.0,Materials,Denim Upholstery/Clothing,per Yard,11.99,Div 03 Clothing & Footwear,03,3.1,3098,37145.020000000004,0
229,03.1.1.0,Materials,Premium Silk Fabric,per Yard,25.0,Div 03 Clothing & Footwear,03,3.1,4244,106100.0,0
